213
-40 0  4
-40 -4 0
429
3 4 24    
24 4 25
3 24 4
24 25 4
26 27 208
208 27 209
26 208 27
208 209 27  
29 28 30  
31 32 33
34 35 39
39 35 44
39 53 57  
39 57 56
56 69 70
56 70 71
76 75 78
76 78 77  
35 36 37
35 37 38
49 52 51
49 51 50
40 43 42  
40 42 41
80 45 79
79 46 44
44 46 47
46 81 47  
81 48 47
54 58 59
59 60 61
54 61 55
62 63 64  
62 64 61
65 67 68
65 68 66
72 73 70
70 73 74  
26 27 85  
26 85 82
83 84 89
83 89 88
86 87 92  
86 92 91
90 93 95
90 95 94
96 97 101
96 101 100 
98 99 103
98 103 102
104 105 24
24 105 25  
106 116 107  
116 107 117
107 117 108
117 108 118
108 118 109
118 109 119 
109 119 110
119 110 120
110 120 111
120 111 121
111 121 112 
121 112 122
112 122 113
122 113 123
113 123 114
123 114 124 
114 124 115
124 115 125
106 107 116  
116 117 107
107 108 117 
117 118 108
108 109 118
118 119 109
109 110 119
119 120 110 
110 111 120
120 121 111
111 112 121
121 122 112
112 113 122 
122 123 113
113 114 123
123 124 114
114 115 124
124 125 115 
126 116 127  
116 127 117
127 117 128
117 128 118
128 118 129  
118 129 119
129 119 130
119 130 120
130 120 131
120 131 121 
131 121 132
121 132 122
132 122 133
122 133 123
133 123 134 
123 134 124
134 124 135
124 135 125
126 127 116  
116 117 127  
127 128 117
117 118 128
128 129 118
118 119 129
129 130 119  
119 120 130
130 131 120
120 121 131
131 132 121
121 122 132 
132 133 122
122 123 133
133 134 123
123 124 134
134 135 124 
124 125 135
126 136 127 
136 127 137
127 137 128
137 128 138 
128 138 129
138 129 139
129 139 130
139 130 140
130 140 131 
140 131 141
131 141 132
141 132 142
132 142 133
142 133 143 
133 143 134
143 134 144
134 144 135
144 135 145
126 127 136  
136 137 127
127 128 137
137 138 128
128 129 138
138 139 129 
129 130 139
139 140 130
130 131 140
140 141 131
131 132 141 
141 142 132
132 133 142
142 143 133
133 134 143
143 144 134 
134 135 144
144 145 135
136 137 146 
137 146 147
137 147 138 
138 147 148
138 148 139
139 148 149
139 149 140
140 149 150 
140 150 141
141 150 151
141 151 142
142 151 152
142 152 143 
143 152 153
143 153 144
144 153 145
136 146 137 
137 147 146 
137 138 147
138 148 147
138 139 148
139 149 148
139 140 149 
140 150 149
140 141 150
141 151 150
141 142 151
142 152 151 
142 143 152
143 153 152
143 144 153
144 145 153 
136 154 155 
136 146 155
146 155 156
146 147 156
147 156 157
147 148 157 
148 157 158
148 149 158
149 158 159
149 150 159
150 159 160 
150 151 160
151 160 161
151 152 161
152 161 162
152 153 162 
153 162 163
153 145 163
136 155 154 
136 155 146
146 156 155 
146 156 147
147 157 156
147 157 148
148 158 157
148 158 149 
149 159 158
149 159 150
150 160 159
150 160 151
151 161 160 
151 161 152
152 162 161
152 162 153
153 163 162
153 163 145 
154 164 165 
154 155 165
155 165 166
155 156 166
156 166 167 
156 157 167
157 167 168
157 158 168
158 168 169
158 159 169 
159 169 170
159 160 170
160 170 171
160 161 171
161 171 172 
161 162 172
162 172 173
162 163 173
154 165 164 
154 165 155 
155 166 165
155 166 156
156 167 166
156 167 157
157 168 167 
157 168 158
158 169 168
158 169 159
159 170 169
159 170 160 
160 171 170
160 171 161
161 172 171
161 172 162
162 173 172 
162 173 163
164 165 174 
165 166 174
166 167 174
167 168 174 
168 169 174
169 170 174
170 171 174
171 172 174
172 173 174 
164 174 165 
165 174 166
166 174 167
167 174 168
168 174 169 
169 174 170
170 174 171
171 174 172
172 174 173 
106 107 176 
107 176 177
107 177 108
108 177 178
108 178 109
109 178 179 
109 179 110
110 179 180
110 180 111
111 180 181
111 181 112 
112 181 182
112 182 113
113 182 183
113 183 114
114 183 115 
106 176 107 
107 177 176
107 108 177
108 178 177
108 109 178 
109 179 178
109 110 179
110 180 179
110 111 180
111 181 180 
111 112 181
112 182 181
112 113 182
113 183 182
113 114 183 
114 115 183
106 184 185 
106 176 185
176 185 186
176 177 186 
177 186 187
177 178 187
178 187 188
178 179 188
179 188 189 
179 180 189
180 189 190
180 181 190
181 190 191
181 182 191 
182 191 192
182 183 192
183 192 193
183 115 193
106 185 184 
106 185 176
176 186 185
176 186 177
177 187 186
177 187 178 
178 188 187
178 188 179
179 189 188
179 189 180
180 190 189 
180 190 181
181 191 190
181 191 182
182 192 191
182 192 183 
183 193 192
183 193 115
184 194 195 
184 185 195
185 195 196 
185 186 196
186 196 197
186 187 197
187 197 198
187 188 198 
188 198 199
188 189 199
189 199 200
189 190 200
190 200 201 
190 191 201
191 201 202
191 192 202
192 202 203
192 193 203 
184 195 194 
184 195 185
185 196 195
185 196 186
186 197 196 
186 197 187
187 198 197
187 198 188
188 199 198
188 199 189 
189 200 199
189 200 190
190 201 200
190 201 191
191 202 201 
191 202 192
192 203 202
192 203 193
194 195 204 
195 196 204 
196 197 204
197 198 204
198 199 204
199 200 204
200 201 204 
201 202 204
202 203 204
194 204 195 
195 204 196
196 204 197 
197 204 198
198 204 199
199 204 200
200 204 201
201 204 202 
202 204 203
16 17 205   
17 18 206
18 19 207
205 206 17 
206 207 18
207 208 19
20 21 209
21 22 210
22 23 211  
209 210 21
210 211 22
211 212 23
16 205 17
17 206 18  
18 207 19
205 17 206
206 18 207
207 19 208
20 209 21  
21 210 22
22 211 23
209 21 210
210 22 211
211 23 212 
